사건번호,용도,LTV_광주,LTV_전북,시도,시군구,소재지,감정가,최저가,결과,낙찰가,낙찰율,매각일,분기,기간구분
논산 3계 2023-22(5),다세대,다세대주택,다세대,충남,논산시,충남 논산시 양촌면 인천리 414-2 2동 4층 402호,"129,000,000","15,177,000",낙찰,"21,240,000",16.5%,2024-08-19,2024_3Q,3
논산 1계 2023-84,점포,근린상가,점포상가,충남,논산시,충남 논산시 가야곡면 육곡리 146-1 1호,"2,725,443,320","1,304,680,000",낙찰,"1,391,500,000",51.1%,2024-08-12,2024_3Q,3
논산 3계 2023-244,식물관련시설,기타건물,기타건물,충남,논산시,충남 논산시 부창동 427-2 주1동,"434,799,520","155,948,000",낙찰,"196,500,000",45.2%,2024-09-30,2024_3Q,3
논산 1계 2023-466,식물관련시설,기타건물,기타건물,충남,부여군,충남 부여군 임천면 칠산리 1015-5,"294,227,000","100,920,000",낙찰,"115,000,000",39.1%,2024-12-02,2024_4Q,3
논산 2계 2023-527,근린상가,근린상가,근린상가,충남,논산시,충남 논산시 강경읍 대흥리 29-3 강경상가 B동 1층 101호,"366,940,000","125,861,000",낙찰,"165,000,000",45.0%,2024-12-16,2024_4Q,3
논산 1계 2023-794,답,답,답,충남,부여군,충남 부여군 부여읍 동남리 527-1,"541,439,000","221,046,000",낙찰,"258,900,000",47.8%,2024-09-23,2024_3Q,3
논산 2계 2023-879(1),답,답,답,충남,부여군,충남 부여군 은산면 합수리 515-1,"59,208,300","29,012,000",낙찰,"29,326,900",49.5%,2024-07-22,2024_3Q,3
논산 2계 2023-879(2),전,전,전,충남,부여군,충남 부여군 은산면 합수리 145-1,"72,199,000","35,377,000",낙찰,"39,800,000",55.1%,2024-07-22,2024_3Q,3
논산 3계 2023-886,대지,나대지,나대지,충남,계룡시,충남 계룡시 금암동 147-8,"668,800,000","229,398,000",낙찰,"329,122,600",49.2%,2024-09-30,2024_3Q,3
논산 1계 2023-923,전,전,전,충남,논산시,충남 논산시 노성면 송당리 84-1,"107,962,000","51,176,000",낙찰,"60,000,000",55.6%,2024-07-08,2024_3Q,3
논산 1계 2023-961(1),구거,기타토지,기타토지,충남,논산시,충남 논산시 성동면 원북리 794-3,"807,280","396,000",낙찰,"610,000",75.6%,2024-07-08,2024_3Q,3
논산 1계 2023-961(4),임야,임야,임야,충남,논산시,충남 논산시 광석면 갈산리 607-7,"2,694,000","1,232,000",낙찰,"1,411,000",52.4%,2024-07-08,2024_3Q,3
논산 1계 2023-961(5),임야,임야,임야,충남,논산시,충남 논산시 광석면 갈산리 607-16,"20,871,200","8,182,000",낙찰,"9,211,000",44.1%,2024-07-08,2024_3Q,3
논산 2계 2023-1025,공장,공장(지식산업센터 업무시설),공장,충남,부여군,충남 부여군 장암면 합곡리 341,"840,036,520","411,618,000",낙찰,"537,000,000",63.9%,2024-07-22,2024_3Q,3
논산 2계 2023-1063(1),단독주택,단독,단독주택,충남,부여군,충남 부여군 내산면 금지리 2-11,"2,092,494,580","1,072,094,000",낙찰,"1,100,000,000",52.6%,2024-11-11,2024_4Q,3
논산 3계 2023-1131,단독주택,단독,단독주택,충남,논산시,충남 논산시 은진면 교촌리 399 1동,"983,886,140","236,231,000",낙찰,"283,000,000",28.8%,2024-11-04,2024_4Q,3
논산 1계 2023-1421(1),근린상가,근린상가,근린상가,충남,부여군,충남 부여군 부여읍 동남리 708 엘케이타운 1동 1층 102호,"498,000,000","348,600,000",낙찰,"423,301,000",85.0%,2024-07-08,2024_3Q,3
논산 1계 2023-1421(2),근린상가,근린상가,근린상가,충남,부여군,충남 부여군 부여읍 동남리 708 엘케이타운 1동 1층 103호,"452,000,000","316,400,000",낙찰,"384,201,000",85.0%,2024-07-08,2024_3Q,3
논산 2계 2023-1520(1),단독주택,단독,단독주택,충남,논산시,충남 논산시 은진면 용산리 509-3 1동,"127,473,600","43,723,000",낙찰,"64,500,000",50.6%,2024-07-22,2024_3Q,3
논산 1계 2023-1551,점포,근린상가,점포상가,충남,부여군,충남 부여군 구룡면 논티리 101-5,"16,527,500","11,569,000",낙찰,"12,770,000",77.3%,2024-07-08,2024_3Q,3
논산 1계 2023-1582,공장,공장(지식산업센터 업무시설),공장,충남,논산시,"충남 논산시 광석면 왕전리 429-1 ,430 1호","1,401,275,730","686,625,000",낙찰,"721,110,000",51.5%,2024-10-28,2024_4Q,3
논산 3계 2023-1612,답,답,답,충남,논산시,충남 논산시 벌곡면 수락리 45,"95,965,000","67,176,000",낙찰,"76,110,000",79.3%,2024-08-19,2024_3Q,3
논산 1계 2023-1636(1),다세대,다세대주택,다세대,충남,논산시,충남 논산시 연무읍 안심리 1070-5 우성하이빌 105동 1층 102호,"145,000,000","49,735,000",낙찰,"65,999,900",45.5%,2024-09-23,2024_3Q,3
논산 1계 2023-1636(2),다세대,다세대주택,다세대,충남,논산시,충남 논산시 연무읍 안심리 1070-5 우성하이빌 105동 2층 201호,"146,000,000","50,078,000",낙찰,"71,171,000",48.7%,2024-09-23,2024_3Q,3
논산 1계 2023-1636(3),다세대,다세대주택,다세대,충남,논산시,충남 논산시 연무읍 안심리 1070-5 우성하이빌 105동 4층 502호,"146,000,000","50,078,000",낙찰,"68,000,000",46.6%,2024-09-23,2024_3Q,3
논산 1계 2023-1636(4),다세대,다세대주택,다세대,충남,논산시,충남 논산시 연무읍 안심리 1070-1 아너스타운 102동 1층 102호,"148,000,000","50,764,000",낙찰,"61,171,000",41.3%,2024-09-23,2024_3Q,3
논산 1계 2023-1636(5),다세대,다세대주택,다세대,충남,논산시,충남 논산시 연무읍 안심리 1070-1 아너스타운 102동 2층 202호,"149,000,000","73,010,000",낙찰,"76,700,000",51.5%,2024-08-12,2024_3Q,3
논산 1계 2023-1636(6),다세대,다세대주택,다세대,충남,논산시,충남 논산시 연무읍 안심리 1070-1 아너스타운 102동 3층 302호,"149,000,000","51,107,000",낙찰,"74,500,000",50.0%,2024-09-23,2024_3Q,3
논산 1계 2023-1636(7),다세대,다세대주택,다세대,충남,논산시,충남 논산시 연무읍 안심리 1070-1 아너스타운 102동 1층 101호,"148,000,000","50,764,000",낙찰,"77,310,000",52.2%,2024-09-23,2024_3Q,3
논산 1계 2023-1636(8),다세대,다세대주택,다세대,충남,논산시,충남 논산시 연무읍 안심리 1070-1 아너스타운 102동 2층 201호,"149,000,000","73,010,000",낙찰,"76,700,000",51.5%,2024-08-12,2024_3Q,3
논산 1계 2023-1636(9),다세대,다세대주택,다세대,충남,논산시,충남 논산시 연무읍 안심리 1070-1 아너스타운 102동 4층 501호,"149,000,000","73,010,000",낙찰,"83,010,000",55.7%,2024-08-12,2024_3Q,3
논산 1계 2023-1698(3),답,답,답,충남,부여군,충남 부여군 양화면 수원리 181-3,"46,312,000","32,418,000",낙찰,"33,110,000",71.5%,2024-07-08,2024_3Q,3
논산 1계 2023-1698(4),답,답,답,충남,부여군,충남 부여군 양화면 수원리 181-8,"99,120,000","69,384,000",낙찰,"70,110,000",70.7%,2024-07-08,2024_3Q,3
논산 1계 2023-1698(5),답,답,답,충남,부여군,충남 부여군 양화면 수원리 187-1,"160,550,000","78,670,000",낙찰,"103,700,500",64.6%,2024-08-12,2024_3Q,3
논산 3계 2023-1711,도로,기타토지,기타토지,충남,부여군,충남 부여군 임천면 비정리 124-12,"6,400,000","1,958,000",낙찰,"2,643,300",41.3%,2024-09-30,2024_3Q,3
논산 3계 2023-1728,다세대,다세대주택,다세대,충남,논산시,충남 논산시 강경읍 채산리 341-9 해피하우스 C동 4층 401호,"149,000,000","73,010,000",낙찰,"90,010,000",60.4%,2024-07-15,2024_3Q,3
