사건번호,용도,소재지,감정가,최저가,결과,낙찰가,낙찰율,매각일
청주 7계 1996-20935,임야,충북 괴산군 칠성면 율지리 산11-5,"113,285,200","113,285,200",취소(5/5),0,0%,2001.06.27
청주 4계 1997-27797(2),전,충북 청주시 청원구 내수읍 구성리 19-1,"61,680,000","43,176,000",낙찰(1/2),"50,250,000",81.5%,2001.05.10
청주 2계 1998-39520,단독주택,충북 청주시 흥덕구 복대동 1532,"256,800,000","125,824,356",낙찰(4/5),0,0%,2001.05.17
청주 1계 1998-43918,대지,충북 청주시 상당구 서문동 147-12,"41,601,000","16,307,592",각하(3/3),0,0%,2001.04.30
청주 1계 1998-43918,대지,충북 청주시 상당구 서문동 147-31,"593,368,200","148,864,214",취하(4/5),0,0%,2001.05.08
청주 1계 1998-43918,대지,충북 청주시 상당구 서문동 141-10,"5,418,000","5,418,000",각하(0/0),0,0%,2001.04.30
청주 1계 1998-43918,대지,충북 청주시 상당구 서문동 147-17,"9,090,000","1,167,615",취하(6/6),0,0%,2001.05.08
청주 5계 1999-2044,아파트,충북 청주시 상당구 탑동 1 외1,"45,000,000","4,624,000",낙찰(9/14),"5,000,000",11.1%,2001.03.20
청주 7계 1999-2426,다세대,충북 진천군 문백면 문덕리 37-1,"48,000,000","2,526,000",낙찰(12/14),"2,530,000",5.3%,2001.01.09
청주 5계 1999-5937,답,충북 진천군 진천읍 교성리 555,"1,800,000",0,낙찰(9/15),"200,000",11.1%,2001.03.20
청주 4계 1999-16494,대지,충북 청주시 흥덕구 봉명동 7-1,"250,240,000","122,617,600",낙찰(2/3),"140,250,000",56.0%,2001.01.18
청주 5계 1999-22505,단독주택,충북 증평군 증평읍 증평리 979-47,"23,830,000","7,473,100",각하(5/5),0,0%,2001.01.10
청주 1계 1999-24310,임야,충북 괴산군 청천면 관평리 375,"2,016,000","323,695",분할(7/9),0,0%,2001.04.03
청주 1계 1999-24310,임야,충북 괴산군 청천면 관평리 산12,"41,643,000","5,349,065",낙찰(8/11),"6,657,000",16.0%,2001.05.08
청주 1계 1999-24310,전,충북 괴산군 청천면 관평리 393-2,"25,494,000","3,274,717",낙찰(8/11),"3,860,000",15.1%,2001.05.08
청주 1계 1999-24310,전,충북 괴산군 청천면 관평리 394,"95,799,000","15,381,792",낙찰(7/9),"16,000,000",16.7%,2001.01.22
청주 1계 1999-24310,전,충북 괴산군 청천면 관평리 371,"71,505,000","34,692,940",낙찰(6/9),"40,150,000",56.1%,2001.04.03
청주 1계 1999-24310,전,충북 괴산군 청천면 관평리 372,"22,554,000","5,658,347",낙찰(6/9),"5,712,000",25.3%,2001.04.03
청주 1계 1999-24310,답,충북 괴산군 청천면 관평리 368,"67,137,000","16,843,330",낙찰(6/9),"17,500,000",26.1%,2001.04.03
청주 4계 1999-25849,아파트상가,충북 청주시 서원구 수곡동 1002,"240,000,000","75,264,000",낙찰(4/5),"77,560,000",32.3%,2001.01.18
청주 3계 1999-26071,공장,충북 진천군 이월면 삼용리 581-2,"399,627,000","100,258,421",낙찰(8/9),"133,700,000",33.5%,2001.01.11
청주 6계 1999-26668,아파트,충북 청주시 서원구 모충동 452 주공 105동 507호,"25,000,000","12,250,000",낙찰(2/3),"15,890,000",63.6%,2001.03.27
청주 1계 1999-27319,공장,충북 청주시 상당구 미원면 중리 22-4,"1,531,183,680","307,314,689",낙찰(6/7),"383,000,000",25.0%,2001.05.08
청주 6계 1999-28862,단독주택,충북 청주시 서원구 수곡동 82-26,"69,535,680","34,072,483",낙찰(2/3),"40,000,000",57.5%,2001.03.27
청주 2계 1999-29278,대지,충북 청주시 청원구 내덕동 227-8,"422,845,000","106,083,353",낙찰(7/8),"133,899,000",31.7%,2001.04.12
청주 1계 1999-30100,전,충북 괴산군 칠성면 율지리 36,"4,722,000","617,008",유찰(7/9),0,0%,2001.02.27
청주 3계 1999-31639,단독주택,충북 청주시 서원구 사직동 547-9,"182,105,400","23,391,539",낙찰(8/10),"23,500,000",12.9%,2001.02.15
청주 7계 1999-32793,근린주택,충북 청주시 흥덕구 강내면 탑연리 275-57,"180,000,000","70,560,000",낙찰(5/7),"80,380,000",44.7%,2001.01.09
청주 5계 1999-33598,연립,충북 청주시 상당구 용암동 429-2,"119,000,000","58,310,000",낙찰(2/3),"72,120,000",60.6%,2001.02.08
청주 4계 1999-33741,잡종지,충북 보은군 보은읍 금굴리 434,"630,849,000","247,292,808",낙찰(5/6),"302,020,000",47.9%,2001.02.22
청주 1계 1999-35419,대지,충북 괴산군 문광면 광덕리 225,"15,480,000","4,854,528",낙찰(4/6),"4,911,000",31.7%,2001.06.14
청주 4계 1999-35440,전,충북 괴산군 괴산읍 사창리 52-3,"10,437,000","3,272,800",낙찰(3/6),"4,100,000",39.3%,2001.01.18
청주 2계 1999-36320,아파트상가,충북 청주시 서원구 분평동 1360-2,"250,000,000","122,500,000",낙찰(5/7),"140,500,000",56.2%,2001.01.30
청주 4계 1999-36405,아파트,충북 청주시 상당구 금천동 199-1 외 현대 5동 503호,"92,000,000","45,080,000",낙찰(4/6),"62,370,000",67.8%,2001.01.18
청주 6계 1999-37163,임야,충북 청주시 흥덕구 비하동 320-3,"62,040,000","15,564,595",낙찰(5/6),"16,500,000",26.6%,2001.01.16
청주 4계 1999-37408,아파트,충북 청주시 서원구 분평동 1386 분평주공 707동 1404호,"85,000,000","59,500,000",낙찰(2/4),"74,180,000",87.3%,2001.02.22
청주 4계 1999-37408,아파트,충북 청주시 흥덕구 가경동 766 형석2차 2동 205호,"75,000,000","52,500,000",낙찰(1/2),"64,970,000",86.6%,2001.02.22
청주 3계 1999-37538,대지,충북 청주시 상당구 용담동 209-12,"24,650,000","4,947,353",낙찰(6/7),"5,550,000",22.5%,2001.02.15
청주 6계 1999-38562,단독주택,충북 청주시 청원구 내덕동 301-3,"86,849,325","55,583,568",낙찰(4/6),"62,000,000",71.4%,2001.02.20
청주 2계 1999-38920,전,충북 청주시 흥덕구 옥산면 오산리 697-3,"21,150,000","5,306,112",취하(5/5),0,0%,2001.02.08
청주 4계 1999-39046,근린상가,충북 청주시 상당구 금천동 97-6,"303,543,120","148,736,128",낙찰(4/6),"181,110,000",59.7%,2001.02.22
청주 7계 1999-39473,전,충북 진천군 이월면 송림리 663,"25,370,000","4,074,000",낙찰(7/9),"6,100,000",24.0%,2001.02.13
청주 2계 1999-40473,아파트,충북 진천군 진천읍 교성리 243-4,"47,000,000","23,030,000",대납(2/3),0,0%,2001.03.06
청주 2계 1999-40473(2),대지,충북 보은군 회인면 용촌리 59-1,"47,261,000","18,527,000",취하(3/6),0,0%,2001.06.26
청주 3계 1999-40572,공장,충북 청주시 상당구 미원면 수산리 241-2,"175,140,000","85,810,600",낙찰(4/5),"127,000,000",72.5%,2001.02.15
청주 2계 1999-40978,전,충북 괴산군 사리면 수암리 156,"237,600","59,508",낙찰(5/7),"61,110",25.7%,2001.03.06
청주 3계 1999-41070,아파트,충북 청주시 서원구 개신동 11 외2필지 삼익2차 202동 106호,"68,000,000","13,647,872",낙찰(6/8),"14,160,000",20.8%,2001.02.15
청주 1계 1999-41773,전,충북 괴산군 청천면 송면리 246-11,"16,524,000","3,316,432",낙찰(6/8),"4,168,000",25.2%,2001.05.08
청주 1계 1999-41773,전,충북 괴산군 청천면 송면리 246-14,"9,966,000","2,000,216",낙찰(6/8),"4,150,000",41.6%,2001.05.08
청주 1계 1999-41773,전,충북 괴산군 청천면 송면리 246-15,"27,369,000","5,493,067",낙찰(6/8),"5,600,000",20.5%,2001.05.08
청주 3계 1999-41872,아파트,충북 청주시 서원구 모충동 342 외 청송 504호,"50,000,000","19,600,000",각하(4/4),0,0%,2001.01.03
청주 7계 1999-41889,아파트상가,"충북 청주시 서원구 분평동 320 ,320-2","64,000,000","10,276,000",낙찰(7/8),"13,380,000",20.9%,2001.01.09
청주 4계 1999-42240,임야,충북 청주시 상당구 문의면 염티리 10-3,"4,488,000","3,141,600",낙찰(1/3),"4,186,000",93.3%,2001.02.22
청주 4계 1999-42363,전,충북 진천군 진천읍 교성리 301-5,"12,980,000","6,360,200",낙찰(1/2),"7,000,000",53.9%,2001.03.27
청주 4계 1999-42363,전,충북 진천군 진천읍 교성리 302-1,"24,102,000","11,809,980",낙찰(2/4),"16,550,000",68.7%,2001.03.27
청주 4계 1999-42363,전,충북 진천군 진천읍 교성리 309-2,"18,117,000","8,877,330",낙찰(2/4),"9,500,000",52.4%,2001.03.27
청주 7계 1999-42585,아파트상가,충북 청주시 서원구 수곡동 349,"15,000,000","7,350,000",취소(2/2),0,0%,2001.03.23
청주 7계 1999-42684,단독주택,충북 청주시 청원구 내덕동 115-117,"104,000,000","40,768,000",낙찰(3/5),"52,890,000",50.9%,2001.01.09
청주 1계 1999-42813,단독주택,충북 진천군 진천읍 교성리 287-2,"47,392,500","14,862,288",낙찰(4/5),"15,750,000",33.2%,2001.01.22
청주 1계 1999-42912,근린상가,충북 청주시 상당구 북문로2가 113-19,"3,135,171,160",0,취하(4/4),0,0%,2001.02.27
청주 3계 1999-43038,단독주택,충북 청주시 흥덕구 복대동 1818,"200,333,600","62,824,616",낙찰(4/5),"67,320,000",33.6%,2001.01.11
청주 3계 1999-43571,아파트상가,충북 청주시 상당구 금천동 199-1 외,"35,000,000","5,619,712",낙찰(7/9),"7,300,000",20.9%,2001.05.31
청주 5계 1999-43878,대지,충북 청주시 청원구 우암동 111-23,"839,800,000","522,065,600",낙찰(3/4),"585,200,000",69.7%,2001.06.14
청주 1계 1999-43977,차량,충북 충주시 수안보면 온천리 121-2,"16,000,000","7,840,000",낙찰(2/4),"8,300,000",51.9%,2001.01.22
청주 6계 1999-44666,대지,충북 청주시 청원구 오창읍 후기리 191-2,"2,160,500","1,058,645",낙찰(2/3),"1,660,000",76.8%,2001.01.16
청주 6계 1999-44666,대지,충북 청주시 청원구 오창읍 후기리 190,"9,062,500","4,440,625",낙찰(2/3),"5,600,000",61.8%,2001.01.16
청주 3계 1999-44833,단독주택,충북 진천군 덕산읍 석장리 236-1,"16,369,460","4,106,770",낙찰(5/7),"4,329,000",26.4%,2001.02.15
청주 3계 2000-174,아파트,충북 청주시 서원구 수곡동 43-3 삼일 가동 2호,"43,000,000","30,100,000",낙찰(1/2),"30,315,000",70.5%,2001.02.15
청주 3계 2000-334,근린상가,충북 청주시 상당구 남문로1가 63-2,"1,052,740,630","330,139,460",낙찰(4/5),"431,200,000",41.0%,2001.01.11
청주 1계 2000-419,임야,충북 청주시 상당구 미원면 중리 22,"693,906,000","139,269,709",낙찰(6/7),"161,200,000",23.2%,2001.02.27
청주 6계 2000-600,아파트,충북 청주시 상당구 영운동 212-5 한일 406호,"42,000,000","16,464,000",취하(4/4),0,0%,2001.04.18
청주 1계 2000-679,다세대,충북 청주시 상당구 영운동 140-18,"23,000,000","9,016,000",낙찰(2/3),"12,110,000",52.7%,2001.02.08
청주 5계 2000-778,다세대,충북 청주시 청원구 오창읍 창리 52,"15,000,000","3,011,000",낙찰(6/8),"5,720,000",38.1%,2001.03.20
청주 5계 2000-778,다세대,충북 청주시 청원구 오창읍 창리 52,"16,000,000","3,211,000",낙찰(6/8),"3,217,000",20.1%,2001.03.20
청주 5계 2000-778,다세대,충북 청주시 청원구 오창읍 창리 52,"16,000,000","3,211,000",낙찰(6/8),"3,211,000",20.1%,2001.03.20
청주 4계 2000-976,근린상가,충북 증평군 증평읍 증평리 917-18,"1,183,794,384","580,059,248",낙찰(4/6),"830,000,000",70.1%,2001.02.22
청주 4계 2000-1344,아파트,충북 청주시 흥덕구 오송읍 정중리 562-8 개나리 1104호,"60,000,000","23,520,000",낙찰(3/4),"25,500,000",42.5%,2001.01.18
청주 7계 2000-1382,단독주택,충북 청주시 흥덕구 정봉동 23-7,"61,851,600","43,296,000",낙찰(0/2),"57,100,000",92.3%,2001.01.09
청주 1계 2000-1719,단독주택,충북 청주시 청원구 오창읍 여천리 371,"44,929,950","22,015,675",낙찰(2/6),"27,000,000",60.1%,2001.06.14
청주 1계 2000-1818,공장,충북 보은군 보은읍 길상리 22-9,"4,160,494,200","1,304,730,980",낙찰(4/5),"1,700,000,000",40.9%,2001.04.03
청주 2계 2000-2002,전,충북 괴산군 괴산읍 신항리 287,"3,523,500","565,744",취소(8/8),0,0%,2001.05.22
청주 4계 2000-2040,잡종지,충북 청주시 청원구 북이면 영하리 307-2,"136,026,480","66,652,975",낙찰(2/3),"81,100,000",59.6%,2001.01.18
청주 2계 2000-2774,전,충북 청주시 청원구 내수읍 도원리 223-4,"5,655,000","2,216,760",낙찰(3/5),"2,500,000",44.2%,2001.01.30
청주 4계 2000-3401,아파트상가,충북 청주시 청원구 율량동 1208 외 현대 현대 지층 1호,"84,000,000","13,487,308",낙찰(7/8),"23,010,000",27.4%,2001.03.29
청주 3계 2000-3432,답,충북 청주시 청원구 내수읍 마산리 79-1,"92,730,000","45,437,700",낙찰(3/4),"59,000,000",63.6%,2001.01.11
청주 4계 2000-3548,아파트상가,충북 청주시 청원구 율량동 890,"20,000,000","5,017,600",낙찰(5/6),"5,510,000",27.6%,2001.02.22
청주 3계 2000-3739,답,충북 청주시 청원구 사천동 207-1,"885,895,000","620,126,500",취하(1/1),0,0%,2001.02.09
청주 7계 2000-3807,임야,충북 청주시 흥덕구 옥산면 소로리 산43,"200,600,000","40,261,000",낙찰(6/7),"43,730,000",21.8%,2001.02.13
청주 1계 2000-3814,아파트,충북 청주시 서원구 개신동 447-36 외 한사랑 3호,"200,000,000","62,720,000",유찰(3/3),0,0%,2001.01.22
청주 1계 2000-3814,아파트상가,충북 청주시 서원구 개신동 1-16 외,"53,650,000","16,824,640",낙찰(4/5),"18,600,000",34.7%,2001.01.22
청주 4계 2000-4442,단독주택,충북 청주시 상당구 남주동 59,"200,534,860","62,887,732",낙찰(4/5),"70,550,000",35.2%,2001.02.22
청주 3계 2000-4534,아파트,충북 청주시 청원구 내덕동 683-11 우성 C동 509호,"45,000,000","22,050,000",취하(2/2),0,0%,2001.02.15
청주 3계 2000-4930,단독주택,충북 청주시 서원구 사직동 600-11,"151,323,340","74,148,436",낙찰(2/3),"75,000,000",49.6%,2001.01.11
청주 7계 2000-4985,답,충북 청주시 청원구 내수읍 풍정리 216-4,"11,000,000","3,450,000",낙찰(4/5),"3,720,000",33.8%,2001.01.09
청주 1계 2000-5216,공장,충북 청주시 상당구 가덕면 내암리 22-1,"173,221,200","84,878,388",낙찰(2/3),"90,100,000",52.0%,2001.01.22
청주 5계 2000-5254,아파트,충북 청주시 흥덕구 운천동 577 외1 무지개 105동 1209호,"32,000,000","22,400,000",각하(3/4),0,0%,2001.01.10
청주 6계 2000-5261(1),상가,충북 청주시 상당구 영운동 72-6 외 강일빙딩 101호,"90,000,000","28,224,000",분할(4/4),0,0%,2001.01.16
청주 6계 2000-5261(2),아파트상가,충북 청주시 상당구 영운동 73-5 외 태암수정임대 302호,"24,000,000","4,816,896",낙찰(6/7),"5,390,000",22.5%,2001.05.03
청주 2계 2000-5292,아파트,충북 청주시 서원구 사창동 285-3 주공 9동 404호,"26,000,000","12,740,000",취하(2/2),0,0%,2001.01.30
청주 3계 2000-5339,단독주택,충북 청주시 서원구 모충동 519-1,"57,679,560","22,610,387",낙찰(3/5),"28,300,000",49.1%,2001.04.26
청주 6계 2000-5469,단독주택,충북 청주시 청원구 율량동 832,"169,619,160","83,113,388",낙찰(2/4),"103,000,000",60.7%,2001.06.12
청주 4계 2000-5476(1),전,충북 보은군 회인면 부수리 106-3,"70,364,000","22,066,150",낙찰(3/5),"29,510,000",41.9%,2001.05.10
청주 4계 2000-5476,답,충북 보은군 회인면 부수리 126,"24,795,000","9,719,640",낙찰(4/5),"10,100,000",40.7%,2001.02.22
청주 1계 2000-5575,연립,충북 청주시 상당구 용암동 429-2,"119,000,000","58,310,000",낙찰(1/2),"83,870,000",70.5%,2001.05.08
청주 1계 2000-5575,연립,충북 청주시 상당구 용암동 429-2,"119,000,000","83,300,000",낙찰(1/2),"95,000,000",79.8%,2001.02.08
청주 1계 2000-5575,연립,충북 청주시 상당구 용암동 429-2,"119,000,000","84,000,000",낙찰(1/2),"95,766,000",80.5%,2001.02.08
청주 5계 2000-5582,근린주택,충북 청주시 흥덕구 비하동 75-53,"297,888,800","145,966,000",낙찰(3/5),"212,130,000",71.2%,2001.03.20
청주 5계 2000-5759,근린주택,충북 청주시 상당구 북문로1가 128-5,"540,075,600","310,540,400",낙찰(3/4),"325,600,000",60.3%,2001.02.08
청주 6계 2000-5766,근린주택,충북 청주시 상당구 북문로1가 84-2,"1,228,946,800","602,183,932",취소(2/2),0,0%,2001.05.09
청주 6계 2000-5766,근린주택,충북 청주시 상당구 북문로1가 84-1,"714,848,000","350,275,520",취소(3/3),0,0%,2001.05.09
청주 3계 2000-5834,단독주택,충북 청주시 흥덕구 봉명동 2127,"252,784,800","99,091,641",낙찰(3/4),"116,000,000",45.9%,2001.01.11
청주 4계 2000-5841,아파트,충북 청주시 청원구 율량동 745 한울 908호,"63,000,000","30,870,000",낙찰(2/4),"44,120,000",70.0%,2001.02.22
청주 3계 2000-6035,아파트,충북 청주시 서원구 사직동 669-5 주공 156동 508호,"45,000,000","17,640,000",낙찰(3/4),"26,880,000",59.7%,2001.02.15
청주 6계 2000-6097,아파트,충북 청주시 서원구 모충동 456 외 삼우 1동 301호,"38,000,000","26,600,000",낙찰(1/4),"26,800,000",70.5%,2001.02.20
청주 1계 2000-6219,공장,충북 청주시 청원구 내수읍 내수리 98-2,"946,346,000","296,774,105",낙찰(4/5),"316,000,000",33.4%,2001.02.27
청주 2계 2000-6226,전,충북 보은군 속리산면 구병리 128,"465,000","93,327",분할(6/6),0,0%,2001.01.30
청주 2계 2000-6226,전,충북 보은군 속리산면 구병리 133,"1,735,000","348,221",낙찰(6/7),"348,500",20.1%,2001.01.30
청주 2계 2000-6226,전,충북 보은군 속리산면 구병리 153,"544,000","109,182",낙찰(6/7),"109,500",20.1%,2001.01.30
청주 2계 2000-6226,전,충북 보은군 속리산면 구병리 154,"1,056,000","211,943",낙찰(6/7),"212,000",20.1%,2001.01.30
청주 2계 2000-6226,전,충북 보은군 속리산면 구병리 169,"459,000","92,123",유찰(7/7),0,0%,2001.01.30
청주 2계 2000-6226,전,충북 보은군 속리산면 구병리 179,"892,000","179,027",낙찰(6/7),"179,100",20.1%,2001.01.30
청주 2계 2000-6226,전,충북 보은군 속리산면 구병리 180,"748,000","150,126",낙찰(6/7),"150,500",20.1%,2001.01.30
청주 2계 2000-6226,전,충북 보은군 속리산면 구병리 188,"2,540,000","509,788",낙찰(6/7),"509,800",20.1%,2001.01.30
청주 2계 2000-6325,공장,충북 진천군 덕산읍 석장리 328,"4,053,000,000","813,454,000",낙찰(6/7),"815,000,000",20.1%,2001.03.06
청주 4계 2000-6547,답,충북 청주시 상당구 문의면 산덕리 149,"7,556,500","7,556,500",낙찰(0/1),"7,610,000",100.7%,2001.02.22
청주 4계 2000-6943,단독주택,충북 청주시 상당구 남주동 178-6,"64,497,000","16,181,000",낙찰(5/6),"30,200,000",46.8%,2001.02.22
청주 6계 2000-6974,아파트,충북 청주시 청원구 율량동 861 외 두진백로그린타운 101동 1208호,"57,000,000","39,900,000",낙찰(1/2),"43,800,000",76.8%,2001.01.16
청주 6계 2000-6998,아파트,충북 청주시 청원구 율량동 862 삼정 102동 207호,"58,000,000","28,420,000",낙찰(2/4),"42,370,000",73.1%,2001.01.16
청주 2계 2000-7021,연립,충북 괴산군 괴산읍 서부리 501-1,"23,000,000","11,270,000",낙찰(2/4),0,0%,2001.04.12
청주 2계 2000-7229,전,충북 괴산군 청안면 장암리 812-4,"331,100,000","66,453,094",낙찰(6/7),"68,150,000",20.6%,2001.03.06
청주 3계 2000-7397,대지,충북 진천군 백곡면 구수리 527-1,"17,910,000","8,775,900",낙찰(2/3),"9,020,000",50.4%,2001.02.15
청주 2계 2000-7526,전,충북 청주시 청원구 북이면 화상리 29,"136,921,000","34,350,740",분할(4/4),0,0%,2001.01.30
청주 2계 2000-7526,근린주택,충북 청주시 청원구 북이면 용계리 501-7,"76,770,000","37,617,300",유찰(4/5),0,0%,2001.01.30
청주 2계 2000-7526,빌딩,충북 청주시 청원구 북이면 석성리 463,"175,757,000","44,093,916",낙찰(5/6),"50,410,000",28.7%,2001.01.30
청주 5계 2000-7793,단독주택,충북 청주시 상당구 가덕면 금거리 234,"199,460,000","38,312,280",낙찰(3/4),"41,260,000",20.7%,2001.02.08
청주 5계 2000-7793,잡종지,충북 청주시 상당구 서운동 3-29,"116,620,000","36,572,100",낙찰(4/5),"41,260,000",35.4%,2001.02.08
청주 8계 2000-7809,근린상가,충북 청주시 상당구 북문로2가 116-166,"570,000,000","73,217,000",낙찰(1/2),"93,110,000",16.3%,2001.05.29
청주 1계 2000-8178,답,충북 청주시 청원구 북이면 장양리 578,"35,880,000","17,581,200",취하(2/2),0,0%,2001.01.22
청주 4계 2000-8246,아파트,충북 청주시 청원구 우암동 50-4 외 삼일 라동 1호,"30,000,000","11,760,000",낙찰(3/5),"14,220,000",47.4%,2001.02.22
청주 4계 2000-8345,아파트,충북 청주시 청원구 율량동 1569 동아,"65,000,000","31,850,000",낙찰(4/6),"45,780,000",70.4%,2001.02.22
청주 1계 2000-8413,도로,충북 진천군 광혜원면 광혜원리 33-1,"1,568,000","491,724",취하(4/4),0,0%,2001.02.27
청주 1계 2000-8413,대지,충북 진천군 광혜원면 광혜원리 38,"42,980,000","13,478,528",취하(4/4),0,0%,2001.02.27
청주 1계 2000-8413,대지,충북 진천군 광혜원면 광혜원리 41,"138,115,000","43,312,864",취하(4/4),0,0%,2001.02.27
청주 2계 2000-8628,전,충북 증평군 증평읍 율리 474,"1,500,000","588,000",낙찰(3/5),"820,000",54.7%,2001.03.06
청주 3계 2000-8635,임야,충북 청주시 청원구 내수읍 우산리 산54-1,"73,700,000","11,833,507",낙찰(6/7),"13,590,000",18.4%,2001.04.26
청주 6계 2000-8697,전,충북 괴산군 청천면 송면리 270,"17,091,000","8,374,590",분할(2/3),0,0%,2001.01.16
청주 6계 2000-8697,전,충북 괴산군 청천면 송면리 270-2,"6,813,000","3,338,370",낙찰(2/4),"3,500,000",51.4%,2001.01.16
청주 6계 2000-8697,전,충북 괴산군 청천면 송면리 278-2,"540,000","264,600",낙찰(2/4),"270,000",50.0%,2001.01.16
청주 7계 2000-8772,공장,충북 청주시 청원구 북이면 신기리 252,"256,106,500","100,394,000",낙찰(3/4),"127,480,000",49.8%,2001.01.09
청주 1계 2000-8819,상가,충북 청주시 상당구 금천동 115-3 외,"100,000,000","39,200,000",낙찰(3/4),"39,210,000",39.2%,2001.01.22
청주 3계 2000-8833,답,충북 청주시 상당구 운동동 508-84,"37,800,000","26,460,000",각하(1/1),0,0%,2001.01.03
청주 3계 2000-8833,답,충북 청주시 상당구 운동동 508-85,"39,816,000","27,871,200",각하(2/2),0,0%,2001.01.03
청주 3계 2000-8833,답,충북 청주시 상당구 운동동 508-87,"7,663,000","5,364,100",각하(2/2),0,0%,2001.01.03
청주 7계 2000-8901,다세대,충북 청주시 서원구 사직동 604-22,"164,708,700","51,653,000",낙찰(4/5),"65,780,000",39.9%,2001.01.09
청주 1계 2000-8918,전,충북 청주시 청원구 오창읍 양청리 151-3,"27,404,000","19,182,800",낙찰(1/3),"30,280,000",110.5%,2001.05.08
청주 3계 2000-8932,아파트,충북 보은군 보은읍 교사리 59-4 대청 502호,"40,000,000","19,600,000",낙찰(2/4),"20,500,000",51.2%,2001.01.11
청주 2계 2000-9072,전,충북 청주시 청원구 북이면 옥수리 127,"11,280,000","11,280,000",취하(0/0),0,0%,2001.01.08
청주 2계 2000-9072,도로,충북 청주시 청원구 북이면 옥수리 129-1,"3,286,000","3,286,000",취하(1/1),0,0%,2001.01.08
청주 2계 2000-9072,답,충북 청주시 청원구 북이면 옥수리 129-2,"55,485,000","55,485,000",취하(1/1),0,0%,2001.01.08
청주 1계 2000-9119,임야,충북 진천군 백곡면 성대리 산133,"22,135,800","15,495,060",낙찰(1/3),"18,260,000",82.5%,2001.01.22
청주 3계 2000-9133,아파트,충북 청주시 상당구 영운동 81-1 외 청주 마동 203호,"30,000,000","14,700,000",낙찰(2/3),"16,999,000",56.7%,2001.01.11
청주 4계 2000-9188,단독주택,충북 청주시 상당구 수동 344-8,"84,966,000","59,476,200",낙찰(1/4),"81,500,000",95.9%,2001.02.22
청주 2계 2000-9225,임야,충북 청주시 흥덕구 옥산면 동림리 산31-3,"110,300,000","27,672,064",낙찰(5/6),"31,500,000",28.6%,2001.01.30
청주 6계 2000-9263(3),전,충북 괴산군 연풍면 적석리 498-1,"6,840,000","2,681,280",낙찰(2/3),"2,736,000",40.0%,2001.05.03
청주 6계 2000-9263(5),답,충북 괴산군 연풍면 적석리 653-1,"43,110,000","30,177,000",낙찰(1/3),"36,520,000",84.7%,2001.02.20
청주 3계 2000-9300,단독주택,충북 청주시 흥덕구 복대동 1428,"153,888,600","75,405,414",취하(2/2),0,0%,2001.03.22
청주 1계 2000-9317,공장,충북 청주시 흥덕구 옥산면 호죽리 644-1,"530,598,300","259,993,167",낙찰(2/3),"321,600,000",60.6%,2001.04.03
청주 6계 2000-9461(1),답,충북 진천군 이월면 송림리 144-3,"3,690,000","925,744",각하(6/6),0,0%,2001.03.03
청주 6계 2000-9461(2),답,충북 진천군 이월면 송림리 143-4,"2,682,000","672,860",각하(6/6),0,0%,2001.03.03
청주 4계 2000-9492,오피스텔(상가),충북 진천군 진천읍 읍내리 305-1,"27,000,000","6,773,800",낙찰(5/6),"9,280,000",34.4%,2001.02.22
청주 1계 2000-9515,근린상가,충북 진천군 진천읍 읍내리 305-1,"27,000,000","8,467,200",낙찰(4/5),"8,500,000",31.5%,2001.01.22
청주 2계 2000-9522,근린상가,충북 진천군 진천읍 읍내리 305-1,"20,000,000","7,840,000",낙찰(3/5),"9,010,000",45.1%,2001.01.30
청주 3계 2000-9553,근린상가,충북 진천군 진천읍 읍내리 305-1,"28,000,000","8,780,000",낙찰(4/6),"11,120,000",39.7%,2001.05.31
청주 6계 2000-9560,다세대,충북 청주시 흥덕구 옥산면 가락리 729-1,"23,000,000","11,270,000",낙찰(2/5),"15,000,000",65.2%,2001.03.27
청주 5계 2000-9591,상가,충북 청주시 흥덕구 복대동 1417,"372,731,000","182,638,190",낙찰(2/3),"241,270,000",64.7%,2001.02.08
청주 6계 2000-9669,오피스텔(상가),충북 진천군 진천읍 읍내리 305-1 정동 207호,"30,000,000","9,408,000",유찰(5/6),0,0%,2001.03.27
청주 6계 2000-9676,단독주택,충북 청주시 흥덕구 복대동 837-16,"264,344,640","129,528,873",낙찰(2/3),"135,300,000",51.2%,2001.01.16
청주 3계 2000-9737,아파트,충북 청주시 서원구 분평동 1200 분평주공3단지 306동 401호,"60,000,000","42,000,000",낙찰(1/2),"44,500,000",74.2%,2001.01.11
청주 1계 2000-9911,아파트상가,충북 진천군 진천읍 성석리 327-1,"120,000,000","19,267,584",낙찰(7/8),"19,610,000",16.3%,2001.05.08
청주 5계 2000-9959,연립,충북 청주시 청원구 내덕동 90-39,"270,331,650","105,970,010",낙찰(3/5),"120,160,000",44.4%,2001.02.08
청주 7계 2000-10188,단독주택,충북 청주시 서원구 사직동 606-8,"120,149,600","47,099,000",낙찰(3/4),"48,000,000",40.0%,2001.01.09
청주 3계 2000-10232,근린상가,충북 청주시 상당구 서문동 218-7,"1,393,462,400","349,591,846",낙찰(5/6),"551,000,000",39.5%,2001.02.15
청주 6계 2000-10256,아파트,충북 청주시 상당구 대성동 88-1 외 대성 다동 101호,"17,500,000","6,860,000",낙찰(3/4),"7,100,000",40.6%,2001.03.27
