사건번호,용도,LTV_광주,LTV_전북,시도,시군구,소재지,감정가,최저가,결과,낙찰가,낙찰율,매각일,분기,기간구분
울산 4계 2007-19213(1),도로,기타토지,기타토지,울산,울주군,울산 울주군 웅촌면 고연리 1178-17,"597,456,000","477,965,000",취하,0,0%,2008-01-10,2008_1Q,3
울산 4계 2007-19213(2),도로,기타토지,기타토지,울산,울주군,울산 울주군 웅촌면 고연리 1178-37,"196,416,000","157,133,000",취하,0,0%,2008-01-10,2008_1Q,3
울산 6계 2007-19251,아파트,아파트,아파트,울산,중구,"울산 중구 반구동 290-2 ,292, 297-4 한라그랜드맨션 15층 1502호","125,000,000","100,000,000",취하,0,0%,2008-01-15,2008_1Q,3
울산 1계 2007-19268(1),임야,임야,임야,울산,울주군,울산 울주군 웅촌면 검단리 산122-1,"5,844,930","3,741,000",기각,0,0%,2008-02-15,2008_1Q,3
울산 1계 2007-19268(2),임야,임야,임야,울산,울주군,울산 울주군 웅촌면 고연리 산217,"714,000","457,000",기각,0,0%,2008-02-15,2008_1Q,3
울산 7계 2007-19282,아파트,아파트,아파트,울산,울주군,울산 울주군 상북면 궁근정리 916-10 광천그린파크 2동 4층 401호,"33,000,000","26,400,000",취하,0,0%,2008-01-09,2008_1Q,3
울산 2계 2007-19343,근린상가,근린상가,근린상가,울산,북구,울산 북구 양정동 59-21,"290,010,440","232,008,000",낙찰,"255,500,000",88.1%,2008-01-16,2008_1Q,3
울산 3계 2007-19497,아파트,아파트,아파트,울산,동구,울산 동구 방어동 1080-3 관문2차 2층 202호,"115,000,000","73,600,000",낙찰,"93,000,000",80.9%,2008-02-18,2008_1Q,3
울산 5계 2007-19596,단독주택,단독,단독주택,울산,남구,울산 남구 야음동 389-32,"171,691,530","171,691,530",취하,0,0%,2008-04-24,2008_2Q,3
울산 6계 2007-19602(1),단독주택,단독,단독주택,울산,울주군,울산 울주군 서생면 진하리 298-12,"490,847,400","490,847,400",기각,0,0%,2008-03-04,2008_1Q,3
울산 6계 2007-19602(2),주상복합(주거),기타토지,기타토지,울산,중구,울산 중구 반구동 796-11 한미강변빌리지 2층 201호,"60,000,000","60,000,000",기각,0,0%,2008-03-04,2008_1Q,3
울산 9계 2007-19671,차량,기타토지,기타토지,울산,울주군,울산 울주군 청량읍 414 백양주차장 제3자 이길연보관(275-4609),"4,000,000","2,560,000",낙찰,"3,160,000",79.0%,2008-01-25,2008_1Q,3
울산 4계 2007-19725,아파트,아파트,아파트,울산,울주군,울산 울주군 상북면 궁근정리 916-10 광천그린파크 5동 4층 409호,"37,000,000","23,680,000",낙찰,"29,180,000",78.9%,2008-05-08,2008_2Q,3
울산 4계 2007-19770,주상복합(주거),기타토지,기타토지,울산,중구,울산 중구 반구동 57-5 이주아트빌 5층 506호,"125,000,000","100,000,000",취하,0,0%,2008-01-10,2008_1Q,3
울산 6계 2007-19794(2),다세대,다세대주택,다세대,울산,울주군,울산 울주군 삼남읍 방기리 15 블럭2-4놋트 방기토지구획정리사업지구 골든빌리지 1동 2층 204호,"38,000,000","30,400,000",취하,0,0%,2008-01-15,2008_1Q,3
울산 6계 2007-19794(4),다세대,다세대주택,다세대,울산,울주군,울산 울주군 삼남읍 방기리 15 블럭2-4놋트 방기토지구획정리사업지구 골든빌리지 1동 3층 303호,"29,000,000","11,878,000",낙찰,"15,560,000",53.7%,2008-04-17,2008_2Q,3
울산 6계 2007-19794(5),다세대,다세대주택,다세대,울산,울주군,울산 울주군 삼남읍 방기리 15 블럭2-4놋트 방기토지구획정리사업지구 골든빌리지 1동 3층 304호,"38,000,000","15,565,000",낙찰,"20,890,000",55.0%,2008-04-17,2008_2Q,3
울산 7계 2007-19800(1),아파트,아파트,아파트,울산,울주군,울산 울주군 범서읍 천상리 578 천상청구그린타운 102동 19층 1909호,"82,000,000","52,480,000",낙찰,"70,520,300",86.0%,2008-02-27,2008_1Q,3
울산 7계 2007-19800(2),대지,나대지,나대지,울산,중구,울산 중구 성안동 835-6,"61,700,000","49,360,000",낙찰,"52,000,100",84.3%,2008-01-25,2008_1Q,3
울산 2계 2007-19879,아파트,아파트,아파트,울산,북구,"울산 북구 매곡동 233 , 최길도 현대으뜸타운 104동 11층 1102호","68,000,000","54,400,000",낙찰,"63,190,000",92.9%,2008-04-18,2008_2Q,3
울산 3계 2007-19886,공장,공장(지식산업센터 업무시설),공장,울산,북구,"울산 북구 매곡동 738-4 ,741-2","976,158,600","976,158,600",낙찰,"1,117,000,000",114.4%,2008-04-15,2008_2Q,3
울산 4계 2007-19909,근린주택,근린주택,근린주택,울산,북구,울산 북구 무룡동 268-1 1호,"240,667,220","192,534,000",낙찰,"220,110,000",91.5%,2008-02-12,2008_1Q,3
울산 5계 2007-19916,아파트,아파트,아파트,울산,울주군,울산 울주군 온양읍 운화리 14 영원 4층 401호,"100,000,000","64,000,000",취하,0,0%,2008-02-21,2008_1Q,3
울산 6계 2007-19923,아파트,아파트,아파트,울산,울주군,울산 울주군 온양읍 운화리 163-22 위드 101동 3층 304호,"65,000,000","52,000,000",낙찰,"52,100,000",80.2%,2008-01-15,2008_1Q,3
울산 2계 2007-20015,임야,임야,임야,울산,울주군,울산 울주군 서생면 화산리 산214,"5,082,500","2,602,000",낙찰,"3,100,000",61.0%,2008-02-13,2008_1Q,3
울산 3계 2007-20046,아파트,아파트,아파트,울산,남구,울산 남구 선암동 559-12 선암서광 106동 22층 2202호,"90,000,000","90,000,000",기각,0,0%,2008-01-28,2008_1Q,3
울산 6계 2007-20084,단독주택,단독,단독주택,울산,울주군,울산 울주군 온산읍 덕신리 356-5,"119,832,750","76,693,000",낙찰,"85,081,000",71.0%,2008-03-17,2008_1Q,3
울산 8계 2007-20107,아파트,아파트,아파트,울산,북구,울산 북구 화봉동 452 화봉청구타운 201동 2층 210호,"110,000,000","70,400,000",낙찰,"70,720,000",64.3%,2008-01-30,2008_1Q,3
울산 6계 2007-20121(2),근린상가,근린상가,근린상가,울산,동구,"울산 동구 일산동 960-1 ,960-5 4층 401호","380,000,000","304,000,000",낙찰,"310,500,000",81.7%,2008-05-19,2008_2Q,3
울산 7계 2007-20138,답,답,답,울산,울주군,울산 울주군 삼남읍 교동리 120,"295,500,000","295,500,000",낙찰,"347,899,000",117.7%,2008-01-25,2008_1Q,3
울산 1계 2007-20152,답,답,답,울산,북구,울산 북구 신현동 1,"102,726,800","102,726,800",낙찰,"118,666,000",115.5%,2008-02-15,2008_1Q,3
울산 6계 2007-20176,공장,공장(지식산업센터 업무시설),공장,울산,울주군,"울산 울주군 웅촌면 은현리 1-14 ,산42","1,046,632,820","669,845,000",낙찰,"753,000,000",71.9%,2008-02-14,2008_1Q,3
울산 4계 2007-20237,아파트,아파트,아파트,울산,중구,"울산 중구 반구동 881-20 ,881-21,916 로얄웰빙타운 2층 201호","150,000,000","120,000,000",낙찰,"138,000,000",92.0%,2008-02-12,2008_1Q,3
울산 5계 2007-20244,아파트,아파트,아파트,울산,중구,"울산 중구 반구동 881-20 ,881-21,916 로얄웰빙타운 2층 205호","158,000,000","126,400,000",낙찰,"146,440,000",92.7%,2008-05-22,2008_2Q,3
울산 7계 2007-20268,아파트,아파트,아파트,울산,울주군,울산 울주군 청량읍 삼정리 755 외 5필지 쌍용하나빌리지 104동 13층 1303호,"75,000,000","60,000,000",낙찰,"61,250,000",81.7%,2008-01-25,2008_1Q,3
울산 8계 2007-20275,아파트,아파트,아파트,울산,울주군,울산 울주군 청량읍 삼정리 755 외 5필지 쌍용하나빌리지 304동 12층 1203호,"125,000,000","100,000,000",낙찰,"101,600,000",81.3%,2008-02-28,2008_1Q,3
울산 1계 2007-20282,대지,나대지,나대지,울산,남구,울산 남구 달동 867,"13,950,000","13,950,000",기각,0,0%,2008-05-26,2008_2Q,3
울산 7계 2007-20312,기타부동산,기타토지,기타토지,울산,울주군,울산 울주군 온산읍 덕신리 361-4,"595,577,540","595,577,540",취하,0,0%,2008-01-04,2008_1Q,3
울산 7계 2007-20374(1),전,전,전,울산,남구,울산 남구 매암동 220-1,"645,044,000","516,035,000",취하,0,0%,2008-05-07,2008_2Q,3
울산 7계 2007-20374(2),대지,나대지,나대지,울산,남구,울산 남구 매암동 220-35,"237,500,000","237,500,000",취하,0,0%,2008-05-07,2008_2Q,3
울산 4계 2007-20398,전,전,전,울산,북구,울산 북구 호계동 665-5,"43,260,000","34,608,000",낙찰,"37,590,000",86.9%,2008-02-12,2008_1Q,3
울산 1계 2007-20411,다세대,다세대주택,다세대,울산,남구,울산 남구 달동 630-1 신신빌라 4층 401호,"95,000,000","95,000,000",낙찰,"97,180,000",102.3%,2008-03-07,2008_1Q,3
울산 2계 2007-20428,다세대,다세대주택,다세대,울산,중구,울산 중구 태화동 412-1 한양빌라 지하1층 102호,"50,000,000","20,480,000",낙찰,"27,200,000",54.4%,2008-04-18,2008_2Q,3
울산 8계 2007-20503,아파트,아파트,아파트,울산,중구,울산 중구 복산동 631-3 현대복산 2층 204호,"95,000,000","95,000,000",취하,0,0%,2008-02-20,2008_1Q,3
울산 7계 2007-20510,아파트,아파트,아파트,울산,남구,울산 남구 신정동 1177-4 로타리 3층 302호,"140,000,000","112,000,000",취하,0,0%,2008-02-27,2008_1Q,3
울산 1계 2007-20527(1),답,답,답,울산,울주군,울산 울주군 웅촌면 석천리 124,"30,394,000","30,394,000",낙찰,"42,450,000",139.7%,2008-01-09,2008_1Q,3
